burst-of-speed,"You gain increased speed, and your movement ignores attacks of opportunity and allows you to move through the space of creatures larger than you are."
daybreak-arrow,Targeted ammunition exudes radiant energy.
deadly-juggernaut,Your might increases with every kill you make.
"delay-poison,-communal","As <i><a href=""/pathfinderRPG/prd/spells/delayPoison.html#_delay-poison"">delay poison</a></i>, but you may divide the duration among creatures touched."
litany-of-escape,Teleports a friend out of a grapple.
litany-of-sight,You can see invisible creatures and objects within 30 feet of you.
"resist-energy,-communal","As <i><a href=""/pathfinderRPG/prd/spells/resistEnergy.html#_resist-energy"">resist energy</a></i>, but you may divide the duration among creatures touched."
litany-of-thunder,"A single target is deafened until the condition is removed, and is confused for 1 round."
litany-of-vengeance,Allies attacking the target of the spell gain a +5 bonus on damage rolls for 1 round.
"magic-siege-engine,-greater",Siege engine gains +1 on targeting and damage rolls for every four caster levels.
abundant-ammunition,Replaces nonmagical ammunition every round.
air-bubble,Creates a small pocket of air around your head or an object.
bowstaff,"A shortbow may double as a club, or a longbow as a quarterstaff."
compel-hostility,Compels opponents to attack you instead of your allies.
deadeye's-lore,"Gain a +4 bonus on <a href=""/pathfinderRPG/prd/skills/survival.html#_survival"">Survival</a> and move full speed while tracking."
liberating-command,"Target makes an <a href=""/pathfinderRPG/prd/skills/escapeArtist.html#_escape-artist"">Escape Artist</a> check as an immediate action and gains a bonus on it."
longshot,Grants a +10-foot bonus to the range increment for any ranged weapon fired.
returning-weapon,"Grants a weapon the <i><a href=""/pathfinderRPG/prd/magicItems/weapons.html#_weapons-returning"">returning</a></i> special weapon quality."
sun-metal,Weapon touched bursts into flames.
animal-aspect,You gain some of the beneficial qualities of an animal.
"ant-haul,-communal","As <i><a href=""/pathfinderRPG/prd/advanced/spells/antHaul.html#_ant-haul-"">ant haul</a></i>, but you may divide the duration among creatures touched."
brow-gasher,Slashing weapon deals bleed damage to an opponent's head.
effortless-armor,Armor you wear no longer slows your speed.
"endure-elements,-communal","As <i><a href=""/pathfinderRPG/prd/spells/endureElements.html#_endure-elements"">endure elements</a></i>, but you may divide the duration among creatures touched."
forest-friend-,Plants in a forested area become helpful instead of hindering you and your allies.
locate-weakness,You roll damage twice when you roll damage for a critical hit and take the best damage.
reloading-hands,Loads a single shot into your weapon every round.
"returning-weapon,-communal","As <i><a href=""spells/returningWeapon.html#_returning-weapon"">returning weapon</a></i>, but you may divide the duration among weapons touched."
ricochet-shot,Imbues a projectile weapon to give its ammunition the ability to ricochet.
wilderness-soldiers,Nearby plants aid you in combat.
"animal-aspect,-greater","As <i><a href=""spells/animalAspect.html#_animal-aspect"">animal aspect</a></i>, but you gain two animal qualities."
burst-of-speed,"You gain increased speed, and your movement ignores attacks of opportunity and allows you to move through the space of creatures larger than you are."
companion-mind-link,"You can talk with your animal companion, and can handle it with supernatural ease."
"delay-poison,-communal","As <i><a href=""/pathfinderRPG/prd/spells/delayPoison.html#_delay-poison"">delay poison</a></i>, but you may divide the duration among creatures touched."
named-bullet,Imbues ammunition with accuracy against a specific creature type.
"protection-from-energy,-communal","As <i><a href=""/pathfinderRPG/prd/spells/protectionFromEnergy.html#_protection-from-energy"">protection from energy</a></i>, but you may divide the duration among creatures touched."
"resist-energy,-communal","As <i><a href=""/pathfinderRPG/prd/spells/resistEnergy.html#_resist-energy"">resist energy</a></i>, but you may divide the duration among creatures touched."
"darkvision,-communal","As <i><a href=""/pathfinderRPG/prd/spells/darkvision.html#_darkvision"">darkvision</a></i>, but you may divide the duration among creatures touched."
find-quarry,You can sense whether a particular creature is within 20 miles of your location.
"named-bullet,-greater","As <i><a href=""spells/namedBullet.html#_named-bullet"">named bullet</a></i>, but deals 2 points of damage per caster level."
terrain-bond,Treat the terrain you are in as a favored terrain for the spell's duration.
"water-walk,-communal","As <i><a href=""/pathfinderRPG/prd/spells/waterWalk.html#_water-walk"">water walk</a></i>, but you may divide the duration among creatures touched."
haunted-fey-aspect,You surround yourself with disturbing illusions.
adjuring-step-,"You can move slowly and safely and still cast spells, until you move quickly, make an attack, or cast a harmful spell."
abundant-ammunition,Replaces nonmagical ammunition every round.
air-bubble,Creates a small pocket of air around your head or an object.
damp-powder,Ruins ammunition loaded in the targeted firearm.
fabricate-bullets-,Converts 1 pound of metal into ammunition.
illusion-of-calm,"You appear to be standing still, even when you take some actions."
jury-rig,Removes the broken condition from the targeted object.
liberating-command,"Target makes an <a href=""/pathfinderRPG/prd/skills/escapeArtist.html#_escape-artist"">Escape Artist</a> check as an immediate action and gains a bonus on it."
lock-gaze,You compel the target to only look at you for the duration of the spell.
longshot,Grants a +10-foot bonus to the range increment for any ranged weapon fired.
mirror-strike,You may strike multiple opponents with a single attack.
moment-of-greatness,Doubles a morale bonus.
negative-reaction,Targeted creature may not positively influence anyone.
peacebond,Locks a weapon in place on the target's body.
reinforce-armaments,Temporarily mitigates the fragile quality in targeted weapon or armor.
see-alignment,"Pick an alignment; in your sight, creatures and items with that alignment emit a ghostly radiance."
shock-shield,A shield of force protects you until you dismiss it in an explosion of electricity.
unerring-weapon,"Grants a +2 bonus, +1 per four caster levels, on attack rolls to confirm a critical hit."
weaken-powder,Targeted firearm's ammunition halves the firearm's range and imposes a –2 penalty on damage rolls.
adoration,"You gain a bonus on <a href=""/pathfinderRPG/prd/skills/diplomacy.html#_diplomacy"">Diplomacy</a> checks and performance combat checks."
animal-aspect,You gain some of the beneficial qualities of an animal.
"ant-haul,-communal","As <i><a href=""/pathfinderRPG/prd/advanced/spells/antHaul.html#_ant-haul-"">ant haul</a></i>, but you may divide the duration among creatures touched."
bestow-weapon-proficiency,Grants a creature proficiency in a single weapon for short period of time.
brow-gasher,Slashing weapon deals bleed damage to an opponent's head.
bullet-shield,You gain a +4 deflection bonus to AC against firearm attacks.
certain-grip-,"You gain a +4 competence bonus on <a href=""/pathfinderRPG/prd/skills/acrobatics.html#_acrobatics"">Acrobatics</a> and <a href=""/pathfinderRPG/prd/skills/climb.html#_climb"">Climb</a> checks and to CMD."
destabilize-powder,Ammunition in the targeted firearm is prone to misfire.
"endure-elements,-communal","As <i><a href=""/pathfinderRPG/prd/spells/endureElements.html#_endure-elements"">endure elements</a></i>, but you may divide the duration among creatures touched."
fiery-shuriken-,Calls forth several fiery projectiles ready to be flung at opponents.
frost-fall,The area is covered in a chilling frost.
kinetic-reverberation-,Channels the force of an enemy's attack back into its weapon.
magic-siege-engine,Siege gains +1 on targeting and damage rolls.
"mount,-communal","As <i><a href=""/pathfinderRPG/prd/spells/mount.html#_mount"">mount</a></i>, but you may divide the duration among creatures touched."
pilfering-hand,You may seize an object or manipulate it from afar.
reloading-hands,Loads a single shot into your weapon every round.
"protection-from-chaos,-communal","As <i><a href=""/pathfinderRPG/prd/spells/protectionFromChaos.html#_protection-from-chaos"">protection from chaos</a></i>, but you may divide the duration among creatures touched."
"protection-from-evil,-communal","As <i><a href=""/pathfinderRPG/prd/spells/protectionFromEvil.html#_protection-from-evil"">protection from evil</a></i>, but you may divide the duration among creatures touched."
"protection-from-good,-communal","As <i><a href=""/pathfinderRPG/prd/spells/protectionFromGood.html#_protection-from-good"">protection from good</a></i>, but you may divide the duration among creatures touched."
"protection-from-law,-communal","As <i><a href=""/pathfinderRPG/prd/spells/protectionFromLaw.html#_protection-from-law"">protection from law</a></i>, but you may divide the duration among creatures touched."
qualm,"Target gains penalties on ability checks, skill checks, and concentration checks until it spends an entire round doing nothing."
recoil-fire,Ammunition in the targeted firearm generates excessive recoil.
"reinforce-armaments,-communal","As <i><a href=""spells/reinforceArmaments.html#_reinforce-armaments"">reinforce armaments</a></i>, but you may divide the duration among objects touched."
returning-weapon,"Grants a weapon the <i><a href=""/pathfinderRPG/prd/magicItems/weapons.html#_weapons-returning"">returning</a></i> special weapon quality."
ricochet-shot,Imbues a projectile weapon to give its ammunition the ability to ricochet.
spontaneous-immolation,Target takes 3d6 points of fire damage and catches on fire.
stabilize-powder,Ammunition in the targeted firearm is less likely to misfire.
tactical-acumen,You gain an additional +1 on attack rolls or to AC due to battlefield positioning.
